src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,psh_flag,urg_flag,label
67.93.80.98,4.2.213.156,53091,443,TCP,761,1.462,12,5,2284,1648,0,1,0,0,1,0,sql_injection
8.216.166.236,14.96.18.49,10243,110,TCP,856,3.058,7,65,36632,8806,1,0,0,0,0,0,normal
79.95.119.172,178.115.118.208,58166,8080,TCP,600,0.066,131,2,57917,100,0,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,43861,21,TCP,139,0.627,9,10,885,362,0,1,0,1,1,0,brute_force
21.187.54.241,37.241.49.253,18060,80,ICMP,1118,1.069,119,22,14036,8995,1,1,0,0,0,0,normal
185.219.145.128,207.60.207.144,1950,443,ICMP,627,7.837,133,81,2059,7283,1,0,1,0,1,0,normal
117.222.80.117,218.111.111.143,11350,25,TCP,119,6.344,146,172,28312,24930,0,0,1,0,1,0,normal
31.137.235.34,81.100.246.167,5914,3306,UDP,192,5.116,30,94,17256,16412,0,1,1,0,1,0,normal
35.245.120.80,83.205.63.36,29682,3306,TCP,152,5.626,104,42,10668,39170,0,0,1,0,0,0,normal
14.170.40.165,166.134.155.49,22515,5432,ICMP,1470,6.885,122,174,36661,43077,0,0,0,0,0,0,normal
1.10.222.177,192.106.129.27,11955,3306,UDP,248,0.275,171,34,3675,38482,1,0,0,0,0,0,normal
93.241.132.45,166.207.136.112,31348,143,TCP,1210,5.168,150,162,26641,19400,0,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,45043,46354,TCP,60,0.005,1,1,60,40,1,0,0,0,0,0,port_scan
88.114.203.50,80.242.9.125,18570,25,TCP,147,2.139,57,181,28890,3814,1,1,1,0,1,0,normal
79.106.57.252,184.10.245.187,54494,443,ICMP,513,6.637,14,18,28244,31400,1,0,0,0,1,0,normal
32.5.185.70,109.95.74.172,62573,3306,ICMP,1260,2.149,115,194,30012,10617,1,1,0,0,0,0,normal
186.209.0.55,183.253.238.25,16831,53,UDP,332,4.623,91,15,47836,29762,0,0,0,0,0,0,normal
240.202.87.228,170.29.87.161,13235,22,UDP,945,5.448,68,3,26670,21408,1,1,1,0,0,0,normal
200.21.50.133,51.190.241.89,55107,3306,UDP,567,1.326,5,197,14066,2453,0,0,1,0,1,0,normal
91.180.57.211,40.7.119.119,23748,80,ICMP,1399,8.926,154,155,46318,6206,1,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,46470,33015,TCP,60,0.007,1,0,60,40,1,0,0,1,0,0,port_scan
144.231.182.152,103.37.236.244,32290,25,UDP,336,3.383,89,10,22962,20901,1,0,0,0,0,0,normal
224.169.83.79,234.40.95.241,36583,53,TCP,790,8.248,126,68,19203,38451,1,1,0,0,1,0,normal
88.11.192.186,132.7.113.230,52040,21,UDP,645,3.872,172,187,41023,43495,0,0,1,0,1,0,normal
166.36.10.142,198.93.202.10,23766,25,TCP,1024,2.043,81,141,44927,36758,1,1,1,0,0,0,normal
37.236.174.219,77.169.121.60,22146,443,ICMP,300,7.588,57,35,1209,14140,1,1,1,0,1,0,normal
224.172.250.105,49.155.71.55,56487,443,UDP,698,7.647,72,104,32464,6757,1,1,1,0,0,0,normal
67.93.80.98,4.2.213.156,40408,8080,TCP,807,1.616,19,9,2975,210,0,1,0,0,1,0,sql_injection
88.242.166.20,64.90.48.137,53384,110,TCP,850,4.94,116,136,25165,43873,0,0,0,0,1,0,normal
88.110.23.169,178.115.118.208,32573,8080,ICMP,1169,0.027,1809,2,447116,0,0,0,0,0,0,0,ddos
93.38.149.49,119.194.87.58,52450,143,ICMP,550,9.734,116,47,13907,14394,0,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,43715,32086,TCP,60,0.004,1,0,60,0,1,0,0,0,0,0,port_scan
208.251.189.129,250.26.255.157,62097,22,UDP,1186,8.732,161,122,29570,36100,0,1,0,0,0,0,normal
218.75.161.163,96.106.203.157,38911,143,TCP,240,8.281,59,170,22331,11535,0,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,58360,80,TCP,932,0.476,14,6,1933,100,0,1,0,0,1,0,sql_injection
236.194.210.99,135.163.202.73,48589,3389,TCP,206,0.872,15,3,508,776,0,1,0,0,1,0,brute_force
33.206.237.48,212.98.31.72,20019,110,TCP,824,0.137,174,111,42407,42793,1,0,0,0,1,0,normal
27.120.31.14,178.115.118.208,32812,8080,UDP,1399,0.013,460,1,198901,0,1,0,0,0,1,0,ddos
114.219.55.98,178.115.118.208,38473,8080,UDP,594,0.067,1831,1,426767,100,0,0,0,0,1,0,ddos
119.159.199.11,178.115.118.208,38671,8080,TCP,1396,0.08,1494,1,242744,0,1,0,0,0,0,0,ddos
214.207.101.124,104.51.253.140,63821,3306,UDP,650,3.612,76,86,17933,5741,1,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,52536,21,TCP,237,0.791,15,5,1191,799,0,1,0,1,1,0,brute_force
122.232.145.91,152.63.106.97,34442,25,TCP,614,8.596,34,100,27710,1446,0,1,1,0,1,0,normal
115.13.21.164,142.141.140.19,21530,25,TCP,282,3.887,146,134,44482,42655,1,1,0,0,0,0,normal
99.240.234.12,178.115.118.208,20566,8080,TCP,631,0.088,425,1,998114,100,0,0,0,0,1,0,ddos
40.100.16.104,100.113.200.55,3087,3306,TCP,267,5.489,46,155,15723,19282,1,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,59915,8080,TCP,284,1.713,18,7,4441,672,0,1,0,0,1,0,sql_injection
237.253.90.136,245.125.129.8,28529,5432,ICMP,1395,3.55,189,93,30940,24168,0,1,0,0,1,0,normal
236.194.210.99,135.163.202.73,54804,22,TCP,185,0.622,7,4,758,411,0,1,0,0,1,0,brute_force
140.34.100.253,1.59.247.236,14012,143,ICMP,879,2.678,73,169,17897,2837,1,1,1,0,0,0,normal
129.142.222.125,57.128.8.149,47652,25,ICMP,960,4.456,67,168,11838,27377,1,0,1,0,0,0,normal
94.220.91.165,27.27.239.144,14574,143,ICMP,227,1.005,175,33,29315,41971,0,1,0,0,1,0,normal
12.34.148.1,37.142.197.187,63816,143,UDP,794,4.924,42,72,43857,42641,1,1,0,0,1,0,normal
66.10.95.91,207.136.222.142,15652,3306,TCP,105,2.204,27,113,22274,15019,0,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,42402,14637,TCP,60,0.01,1,1,60,0,1,0,0,0,0,0,port_scan
180.0.234.2,199.140.94.28,20135,443,UDP,1139,1.245,188,110,40390,24560,0,0,0,0,1,0,normal
189.131.120.141,16.29.1.139,59859,5432,ICMP,1371,6.363,32,127,46547,12169,1,1,1,0,1,0,normal
215.108.142.138,170.162.198.245,47736,25,UDP,467,1.548,148,184,6920,4408,1,1,0,0,0,0,normal
197.6.117.141,178.115.118.208,61994,8080,TCP,592,0.014,285,1,407786,0,1,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,42825,17480,TCP,60,0.004,1,0,60,0,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,43770,3389,TCP,143,0.525,5,9,1316,109,0,1,0,0,1,0,brute_force
63.114.146.82,113.36.198.205,7252,53,UDP,1060,7.293,30,114,7085,39933,0,0,0,0,0,0,normal
67.93.80.98,4.2.213.156,53688,443,TCP,736,1.317,16,7,2291,1135,0,1,0,0,1,0,sql_injection
29.12.203.219,162.0.122.173,41774,3525,TCP,60,0.006,1,1,60,40,1,0,0,0,0,0,port_scan
244.105.105.52,108.151.104.64,56351,443,UDP,1359,8.468,36,161,44652,29751,0,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,43552,22,TCP,100,0.172,8,10,1234,453,0,1,0,0,1,0,brute_force
29.12.203.219,162.0.122.173,48631,39587,TCP,60,0.006,1,1,60,0,1,0,0,1,0,0,port_scan
56.157.92.128,83.0.64.68,42817,21,ICMP,1438,6.687,8,172,24581,43025,1,1,1,0,0,0,normal
19.35.159.89,36.152.79.54,30610,143,UDP,947,4.975,80,191,45722,39914,0,0,1,0,0,0,normal
166.105.229.132,68.158.226.91,35910,80,UDP,1405,3.354,175,30,42160,29212,1,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,40650,9631,TCP,60,0.004,1,0,60,40,1,0,0,0,0,0,port_scan
251.250.45.154,69.197.178.182,61304,110,UDP,1278,3.844,195,101,38889,16820,0,0,1,0,0,0,normal
187.24.47.201,138.217.226.37,41288,53,ICMP,127,4.809,118,60,24088,34994,1,1,0,0,1,0,normal
89.140.109.51,25.210.74.184,52972,443,TCP,1308,0.38,154,5,31673,4514,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,40670,80,TCP,226,0.578,5,3,677,119,0,1,0,0,1,0,sql_injection
161.2.193.212,181.39.173.205,5997,3306,TCP,1419,4.753,183,37,34927,11331,0,0,0,0,0,0,normal
81.213.103.20,10.74.87.239,36968,3306,TCP,813,1.499,23,140,11449,13010,0,0,0,0,0,0,normal
236.194.210.99,135.163.202.73,42304,22,TCP,156,0.535,13,6,569,574,0,1,0,1,1,0,brute_force
29.12.203.219,162.0.122.173,46208,49129,TCP,60,0.004,1,0,60,40,1,0,0,0,0,0,port_scan
156.109.59.66,182.154.139.70,1298,443,UDP,1450,0.285,189,138,47472,37880,0,1,1,0,1,0,normal
156.17.150.88,134.3.201.221,59041,80,TCP,1029,6.238,129,175,22148,28920,0,0,1,0,1,0,normal
84.0.33.182,178.115.118.208,33279,8080,TCP,933,0.069,708,2,618823,100,1,0,0,0,0,0,ddos
100.7.37.231,150.200.40.129,54976,110,ICMP,1444,1.778,30,72,2136,34448,1,0,0,0,1,0,normal
168.190.207.21,247.89.38.24,60709,80,ICMP,351,4.313,65,162,45379,34590,1,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,41313,2684,TCP,60,0.003,1,1,60,40,1,0,0,0,0,0,port_scan
236.194.210.99,135.163.202.73,49406,23,TCP,285,0.244,10,7,884,306,0,1,0,1,1,0,brute_force
192.113.120.139,199.8.49.84,5344,80,TCP,391,8.192,100,33,32570,27895,0,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,43714,65353,TCP,60,0.009,1,1,60,0,1,0,0,1,0,0,port_scan
33.97.181.166,150.51.78.93,14313,143,ICMP,633,8.205,160,187,41584,23802,1,1,0,0,0,0,normal
144.16.137.72,104.241.242.136,23348,110,ICMP,100,3.242,23,171,7923,5961,1,0,1,0,0,0,normal
154.44.184.94,114.43.228.26,26665,143,UDP,942,1.986,184,114,6186,45781,1,0,0,0,0,0,normal
29.12.203.219,162.0.122.173,40320,1822,TCP,60,0.01,1,1,60,0,1,0,0,1,0,0,port_scan
79.71.125.240,143.197.49.67,43404,80,ICMP,652,0.672,78,164,14911,12178,0,1,1,0,1,0,normal
179.30.251.142,178.115.118.208,54015,8080,ICMP,1304,0.007,1957,0,61816,100,0,0,0,0,0,0,ddos
253.50.151.111,123.245.145.157,7440,80,UDP,1324,3.769,12,62,47283,26433,1,1,0,0,0,0,normal
32.14.133.91,194.64.224.251,44073,53,ICMP,1005,7.805,63,103,40690,24005,0,0,0,0,1,0,normal
211.51.196.85,178.115.118.208,11937,8080,ICMP,1185,0.051,136,1,831822,0,0,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,42538,21,TCP,238,0.91,13,4,347,173,0,1,0,0,1,0,brute_force
112.151.18.106,139.223.156.26,36806,25,TCP,948,5.6,15,113,39899,35422,0,0,1,0,0,0,normal
96.15.105.33,67.72.156.175,38061,5432,TCP,1493,6.657,152,52,8132,15554,1,0,1,0,0,0,normal
93.207.94.1,237.216.73.219,37161,22,UDP,933,6.862,107,53,49765,47603,1,0,0,0,0,0,normal
236.194.210.99,135.163.202.73,57444,21,TCP,198,0.259,5,10,1419,461,0,1,0,0,1,0,brute_force
144.121.7.140,118.66.13.95,36121,25,ICMP,168,2.785,109,45,17757,20717,0,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,49049,8080,TCP,230,0.45,20,10,3428,1904,0,1,0,0,1,0,sql_injection
67.93.80.98,4.2.213.156,59262,443,TCP,358,0.712,6,3,848,1620,0,1,0,0,1,0,sql_injection
228.99.3.101,178.115.118.208,9094,8080,TCP,1436,0.091,674,2,286652,100,0,0,0,0,1,0,ddos
180.93.243.137,169.135.109.110,10225,110,ICMP,603,3.789,125,39,41601,21848,0,1,0,0,0,0,normal
117.19.136.106,134.123.41.126,25544,53,UDP,906,0.259,121,144,41903,44213,0,1,0,0,1,0,normal
58.107.158.203,178.115.118.208,44754,8080,ICMP,927,0.046,224,1,948078,100,1,0,0,0,0,0,ddos
63.163.181.113,121.161.224.62,3480,21,TCP,930,6.802,88,160,12282,25271,1,0,0,0,1,0,normal
81.4.41.113,178.115.118.208,36638,8080,UDP,841,0.026,1507,2,549837,0,1,0,0,0,0,0,ddos
196.104.177.5,1.9.193.45,31928,22,TCP,657,0.683,125,131,39327,29317,1,0,1,0,0,0,normal
145.233.26.15,178.115.118.208,54301,8080,ICMP,644,0.025,480,1,154385,100,0,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,47937,9053,TCP,60,0.001,1,1,60,0,1,0,0,0,0,0,port_scan
67.93.80.98,4.2.213.156,48574,443,TCP,809,0.597,20,4,974,307,0,1,0,0,1,0,sql_injection
162.97.129.46,178.115.118.208,64929,8080,ICMP,1304,0.069,1171,1,576015,0,0,0,0,0,0,0,ddos
243.190.243.121,150.102.86.242,20446,5432,UDP,1293,6.848,57,49,368,25133,0,0,1,0,0,0,normal
238.190.105.195,178.115.118.208,44299,8080,UDP,1344,0.044,1775,1,579258,100,1,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,45985,22,TCP,202,0.619,9,9,1257,684,0,1,0,1,1,0,brute_force
29.12.203.219,162.0.122.173,47945,33782,TCP,60,0.009,1,1,60,0,1,0,0,0,0,0,port_scan
55.18.108.39,249.141.229.130,55575,3306,TCP,254,9.161,33,66,30430,15629,1,0,1,0,1,0,normal
233.94.91.4,231.192.208.56,38723,21,TCP,359,3.123,45,92,18493,19938,0,1,0,0,1,0,normal
188.197.237.19,187.231.68.67,50771,3306,UDP,1485,1.379,3,187,15526,26867,0,0,1,0,1,0,normal
209.150.251.106,228.136.73.188,21963,110,ICMP,1231,3.824,130,169,42447,34403,0,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,47098,21,TCP,260,0.476,11,7,855,103,0,1,0,1,1,0,brute_force
168.187.241.205,65.96.72.219,16994,143,ICMP,956,1.016,18,21,4818,5400,1,0,0,0,1,0,normal
85.107.90.64,178.115.118.208,16318,8080,ICMP,1063,0.036,1399,0,240349,100,1,0,0,0,0,0,ddos
67.93.80.98,4.2.213.156,49121,8080,TCP,522,1.84,15,2,571,1271,0,1,0,0,1,0,sql_injection
95.2.233.222,178.115.118.208,48573,8080,UDP,1434,0.026,1986,2,815045,100,0,0,0,0,1,0,ddos
202.218.21.208,45.98.77.188,32864,80,TCP,976,1.605,118,117,8718,4094,0,1,0,0,1,0,normal
36.169.29.247,181.41.223.74,29983,53,TCP,1286,4.949,98,50,28418,42504,0,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,47484,16339,TCP,60,0.005,1,1,60,0,1,0,0,1,0,0,port_scan
110.159.110.15,3.145.159.102,56711,21,UDP,1085,1.758,77,97,1452,10273,0,1,0,0,0,0,normal
172.164.120.112,127.57.75.23,48550,22,UDP,677,0.321,38,98,14930,30640,0,0,1,0,1,0,normal
5.219.157.152,112.25.6.207,53919,80,TCP,1488,4.955,1,170,29504,6576,1,1,1,0,1,0,normal
46.134.204.200,17.16.165.249,37851,3306,TCP,961,6.57,183,84,31155,10681,0,0,0,0,0,0,normal
184.147.143.39,178.115.118.208,10758,8080,UDP,762,0.066,1877,0,343099,100,0,0,0,0,1,0,ddos
75.110.241.215,7.226.188.98,46742,143,TCP,1122,8.79,53,168,25763,18025,0,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,50604,8080,TCP,221,1.436,11,4,3004,583,0,1,0,0,1,0,sql_injection
48.125.112.115,206.24.10.34,37887,3306,UDP,1066,1.775,164,94,30226,14399,0,1,0,0,0,0,normal
236.194.210.99,135.163.202.73,48995,21,TCP,130,0.644,10,8,1053,541,0,1,0,1,1,0,brute_force
107.225.174.6,152.180.88.213,39809,443,ICMP,559,7.849,48,196,35778,3094,1,1,0,0,0,0,normal
16.150.1.94,120.67.74.133,31786,53,ICMP,642,5.064,32,18,2481,39267,0,1,0,0,0,0,normal
36.31.215.207,75.244.178.34,17895,21,UDP,477,7.061,54,87,42560,15406,0,0,0,0,0,0,normal
67.93.80.98,4.2.213.156,50989,8080,TCP,274,0.681,18,5,2109,197,0,1,0,0,1,0,sql_injection
187.45.108.174,248.23.106.102,38063,110,UDP,1192,4.016,132,75,35921,23009,1,1,0,0,0,0,normal
145.245.177.118,178.115.118.208,33741,8080,ICMP,1232,0.028,1759,1,925392,0,0,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,48771,56285,TCP,60,0.007,1,1,60,40,1,0,0,0,0,0,port_scan
67.93.80.98,4.2.213.156,53281,443,TCP,667,0.909,15,8,3719,474,0,1,0,0,1,0,sql_injection
236.194.210.99,135.163.202.73,43689,21,TCP,135,0.931,11,7,732,474,0,1,0,1,1,0,brute_force
87.53.129.142,178.115.118.208,14915,8080,UDP,1408,0.087,1682,2,978045,100,0,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,49741,23985,TCP,60,0.004,1,0,60,40,1,0,0,1,0,0,port_scan
45.250.209.182,43.40.154.176,7536,22,UDP,646,3.573,69,173,2430,4159,0,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,49429,35134,TCP,60,0.004,1,1,60,0,1,0,0,0,0,0,port_scan
127.44.131.58,178.115.118.208,9218,8080,ICMP,1471,0.077,1132,0,348450,0,1,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,45695,43007,TCP,60,0.003,1,1,60,0,1,0,0,1,0,0,port_scan
72.195.174.131,108.162.253.77,20181,443,TCP,771,5.197,179,195,18574,3181,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,47231,19890,TCP,60,0.002,1,0,60,40,1,0,0,0,0,0,port_scan
236.194.210.99,135.163.202.73,55530,22,TCP,207,0.198,15,9,765,536,0,1,0,1,1,0,brute_force
167.44.242.102,108.209.149.193,2908,21,ICMP,1358,6.313,123,6,13772,25142,0,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,49725,63881,TCP,60,0.007,1,0,60,0,1,0,0,0,0,0,port_scan
252.156.79.244,178.115.118.208,29420,8080,ICMP,1325,0.077,1551,1,586195,100,0,0,0,0,1,0,ddos
25.210.229.189,204.233.120.33,6387,110,UDP,1450,6.415,1,76,49956,31411,1,1,0,0,1,0,normal
142.211.238.166,137.222.183.86,26184,80,TCP,407,6.886,51,115,38958,46090,0,1,1,0,0,0,normal
35.249.162.43,84.171.19.162,58184,443,UDP,1381,2.536,32,61,11571,12711,1,1,0,0,1,0,normal
154.230.180.27,60.4.61.179,28702,53,TCP,612,2.742,60,156,31733,15745,1,0,1,0,1,0,normal
29.12.203.219,162.0.122.173,40414,25278,TCP,60,0.002,1,0,60,0,1,0,0,1,0,0,port_scan
138.126.67.98,160.194.25.83,24056,21,UDP,190,3.35,81,146,45183,41140,0,0,0,0,0,0,normal
76.65.60.197,21.52.37.105,27686,22,UDP,748,1.019,8,70,29400,35246,1,1,0,0,0,0,normal
31.21.108.57,140.12.6.144,11242,5432,UDP,67,9.097,128,84,44321,9011,0,1,0,0,1,0,normal
236.194.210.99,135.163.202.73,46533,22,TCP,102,0.739,14,10,234,235,0,1,0,0,1,0,brute_force
29.12.203.219,162.0.122.173,48552,33666,TCP,60,0.003,1,1,60,0,1,0,0,1,0,0,port_scan
78.142.179.155,178.115.118.208,37051,8080,UDP,1495,0.099,1857,0,391617,0,1,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,54864,21,TCP,273,0.975,13,3,1343,811,0,1,0,0,1,0,brute_force
120.14.154.172,193.169.159.19,42872,25,ICMP,1423,4.779,100,36,40829,29569,1,1,0,0,0,0,normal
34.181.11.29,42.106.9.194,1395,110,ICMP,78,6.935,144,40,318,25693,1,1,0,0,1,0,normal
14.131.239.186,204.2.125.183,58024,25,TCP,1428,1.871,93,5,46405,12561,1,1,0,0,0,0,normal
131.95.200.191,183.49.245.147,41297,5432,UDP,658,7.054,45,149,4204,31829,0,0,0,0,0,0,normal
67.93.80.98,4.2.213.156,47319,8080,TCP,672,1.364,15,3,3464,248,0,1,0,0,1,0,sql_injection
107.61.29.98,90.90.9.137,46050,25,UDP,1327,4.211,39,164,21820,37673,1,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,45566,52455,TCP,60,0.001,1,1,60,0,1,0,0,0,0,0,port_scan
77.72.118.17,136.167.229.117,24893,5432,UDP,449,2.081,64,70,35889,20512,0,1,1,0,1,0,normal
2.94.111.104,131.239.88.4,52036,80,UDP,312,6.703,80,153,40510,16904,1,1,0,0,0,0,normal
247.219.145.198,2.252.126.41,47085,22,ICMP,109,7.172,52,106,45553,597,1,0,0,0,0,0,normal
236.194.210.99,135.163.202.73,51680,3389,TCP,201,0.234,5,5,1200,349,0,1,0,0,1,0,brute_force
176.174.181.228,178.115.118.208,28195,8080,UDP,665,0.071,259,0,387711,100,0,0,0,0,0,0,ddos
228.122.70.228,10.222.83.202,15207,3306,TCP,1263,9.105,135,106,27487,8210,0,1,0,0,1,0,normal
250.121.124.187,143.124.107.177,3095,80,UDP,807,9.772,92,52,49360,11765,0,0,0,0,0,0,normal
241.34.106.68,48.116.241.134,16264,5432,ICMP,232,0.95,11,62,23440,18545,0,0,1,0,0,0,normal
243.237.92.99,219.249.138.17,32179,53,UDP,340,0.706,3,152,46806,26938,1,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,49732,32759,TCP,60,0.002,1,1,60,40,1,0,0,0,0,0,port_scan
29.12.203.219,162.0.122.173,49573,36756,TCP,60,0.001,1,0,60,0,1,0,0,0,0,0,port_scan
164.166.213.23,210.10.53.187,62122,5432,ICMP,391,5.003,160,66,12507,14178,1,1,0,0,0,0,normal
84.114.242.101,246.187.55.169,39150,80,ICMP,700,0.983,146,197,43813,20570,1,1,1,0,0,0,normal
133.160.81.215,221.18.40.231,10066,22,TCP,862,3.057,15,158,23238,34716,0,0,0,0,0,0,normal
119.54.110.175,178.115.118.208,5486,8080,ICMP,1038,0.038,374,2,401971,0,0,0,0,0,0,0,ddos
181.7.134.117,8.35.56.90,41976,25,UDP,338,0.331,120,51,35952,34176,0,0,1,0,0,0,normal
174.42.157.172,35.222.138.195,38971,25,ICMP,1018,3.622,88,90,9533,44616,0,0,1,0,0,0,normal
72.141.133.208,118.168.150.26,27724,22,ICMP,647,7.8,37,110,42566,1196,1,0,1,0,0,0,normal
83.133.171.220,178.115.118.208,45205,8080,ICMP,1155,0.003,1947,0,199611,100,0,0,0,0,0,0,ddos
254.126.170.161,229.236.101.53,63341,3306,UDP,737,0.487,127,6,5884,13293,0,0,1,0,0,0,normal
58.75.9.240,175.41.56.50,50446,143,UDP,215,6.422,128,132,3480,21625,0,1,1,0,0,0,normal
156.16.221.21,151.86.145.194,21120,25,TCP,1139,6.959,175,186,29742,14809,0,1,0,0,1,0,normal
84.122.201.63,27.243.91.89,62669,3306,UDP,295,6.502,152,125,11653,4739,0,0,0,0,1,0,normal
201.88.241.4,57.253.189.59,48580,3306,TCP,986,0.085,21,102,10382,23951,1,1,1,0,1,0,normal
224.21.76.173,111.244.128.167,7718,5432,ICMP,740,2.949,96,98,44528,42584,0,0,1,0,1,0,normal
235.142.56.99,35.11.32.155,42586,21,ICMP,786,5.35,57,193,4464,22083,0,1,0,0,1,0,normal
92.151.208.187,18.69.77.147,44585,5432,ICMP,1431,7.301,59,74,46850,26689,1,0,1,0,0,0,normal
218.15.193.243,178.115.118.208,42543,8080,TCP,509,0.036,1284,1,166790,100,1,0,0,0,0,0,ddos
110.245.27.98,116.173.242.29,27765,143,ICMP,332,3.704,4,116,7485,6625,0,1,1,0,0,0,normal
247.78.143.107,156.45.198.225,45664,143,UDP,413,5.258,19,162,15258,40368,0,0,0,0,0,0,normal
41.141.211.79,61.86.118.20,17815,22,UDP,793,7.163,61,54,1139,20701,0,1,0,0,1,0,normal
67.93.80.98,4.2.213.156,55353,80,TCP,756,1.428,19,7,2136,1578,0,1,0,0,1,0,sql_injection
27.80.150.103,229.130.88.191,40744,22,UDP,928,9.321,188,180,30074,30749,1,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,41860,64176,TCP,60,0.009,1,0,60,40,1,0,0,0,0,0,port_scan
116.207.84.251,102.8.47.175,36167,21,ICMP,189,3.688,84,72,4417,23397,1,0,1,0,0,0,normal
54.66.147.247,231.125.114.17,23831,110,TCP,374,0.269,82,98,7569,45061,0,1,1,0,0,0,normal
240.158.119.167,59.202.69.178,25806,110,TCP,318,7.499,133,179,13030,22774,1,0,0,0,0,0,normal
212.66.74.146,81.87.19.207,12958,25,TCP,1177,9.794,72,39,32370,1913,0,1,0,0,0,0,normal
244.110.9.141,72.118.137.91,45697,5432,UDP,618,0.908,113,11,34261,47680,1,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,41645,26868,TCP,60,0.009,1,1,60,0,1,0,0,1,0,0,port_scan
29.12.203.219,162.0.122.173,47573,56346,TCP,60,0.002,1,1,60,0,1,0,0,1,0,0,port_scan
42.90.56.198,172.122.66.1,29761,22,UDP,462,3.097,44,78,40195,16628,0,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,40950,48824,TCP,60,0.004,1,1,60,40,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,57867,23,TCP,116,0.887,14,3,1051,695,0,1,0,1,1,0,brute_force
29.12.203.219,162.0.122.173,42927,23917,TCP,60,0.002,1,0,60,0,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,46033,3389,TCP,151,0.723,8,6,1329,582,0,1,0,1,1,0,brute_force
130.212.35.48,220.87.140.2,48503,22,TCP,972,0.824,158,102,43524,37916,1,1,0,0,0,0,normal
128.207.110.71,173.168.25.80,33475,110,ICMP,1443,4.756,137,185,10701,28865,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,48088,6830,TCP,60,0.003,1,1,60,0,1,0,0,0,0,0,port_scan
74.160.75.166,178.115.118.208,14328,8080,ICMP,636,0.011,1532,0,299483,0,1,0,0,0,1,0,ddos
229.143.159.56,71.141.246.196,22143,22,UDP,647,1.846,139,118,27557,3714,0,1,1,0,0,0,normal
220.205.176.233,102.104.236.101,20638,21,ICMP,922,2.627,184,43,490,11447,0,1,1,0,1,0,normal
188.72.255.31,232.183.113.93,63578,110,ICMP,789,8.784,46,200,40001,2349,0,1,1,0,0,0,normal
91.121.125.3,167.33.21.16,50674,5432,TCP,653,9.431,174,112,24419,17014,1,1,1,0,1,0,normal
165.208.161.12,168.151.131.130,58875,53,UDP,740,2.864,140,19,45549,483,0,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,47626,11018,TCP,60,0.008,1,1,60,0,1,0,0,0,0,0,port_scan
107.69.238.172,200.174.146.62,17939,5432,ICMP,874,2.796,98,7,23632,3301,0,1,0,0,0,0,normal
154.108.36.249,12.67.201.216,7286,110,TCP,1456,7.656,47,175,40619,48094,1,1,0,0,0,0,normal
107.50.180.163,125.100.23.154,58537,53,ICMP,734,5.54,172,102,13590,39538,0,1,0,0,1,0,normal
119.91.216.123,7.115.224.12,4822,25,ICMP,941,0.986,131,174,49910,6625,0,1,0,0,0,0,normal
61.164.115.196,166.182.128.30,19581,22,ICMP,1125,1.691,34,173,8977,4968,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,51669,8080,TCP,479,0.855,5,8,4862,1990,0,1,0,0,1,0,sql_injection
